Project Geographic District ,Project Building Identifier,Project School Name,Project Type ,Project Description,Project Phase Name,Project Status Name,Project Phase Actual Start Date,Project Phase Planned End Date,Project Phase Actual End Date,Project Budget Amount,Final Estimate of Actual Costs Through End of Phase Amount,Total Phase Actual Spending Amount,DSF Number(s)
18,K500,HS FOR INNOVATION IN AD - BKLYN,SCA CIP,PARAPETS / ROOFS / EXTERIOR MASONRY,Scope,Complete,6/1/2022,11/25/2022,9/15/2022,211895,160620.00,160588.00,"DSF0001015622, DSF0001015621, DSF0001015623"
18,K500,HS FOR INNOVATION IN AD - BKLYN,SCA CIP,PARAPETS / ROOFS / EXTERIOR MASONRY,Design,Complete,9/28/2022,6/12/2023,4/27/2023,1059470,491816.00,491816.00,"DSF0001015622, DSF0001015621, DSF0001015623"
18,K500,HS FOR INNOVATION IN AD - BKLYN,SCA CIP,PARAPETS / ROOFS / EXTERIOR MASONRY,Construction,In-Progress,10/16/2023,4/2/2026,,23838075,22088626.00,18557527.00,"DSF0001015622, DSF0001015621, DSF0001015623"
18,K500,HS FOR INNOVATION IN AD - BKLYN,SCA CIP,PARAPETS / ROOFS / EXTERIOR MASONRY,"CM,F&E",In-Progress,10/16/2023,4/2/2026,,1483258,766142.00,744041.00,"DSF0001015622, DSF0001015621, DSF0001015623"
18,K500,HS FOR MEDICAL PROFESSIONS - K,SCA CIP RESOA,FY23 RESO A SCIENCE LAB UPGRADE / PATH OF TRAVEL RESO A SCIENCE LAB UPGRADE,Scope,Complete,3/13/2023,10/12/2023,8/29/2023,0,30009.00,30009.00,"DSF0001035577, DSF0001035578"
18,K500,HS FOR MEDICAL PROFESSIONS - K,SCA CIP RESOA,FY23 RESO A SCIENCE LAB UPGRADE / PATH OF TRAVEL RESO A SCIENCE LAB UPGRADE,Design,Complete,8/31/2023,1/2/2024,12/6/2023,84000,75400.00,72108.00,"DSF0001035577, DSF0001035578"
18,K500,HS FOR MEDICAL PROFESSIONS - K,SCA CIP RESOA,FY23 RESO A SCIENCE LAB UPGRADE / PATH OF TRAVEL RESO A SCIENCE LAB UPGRADE,Construction,PNS,PNS,PNS,PNS,1232000,1211940.00,88551.00,"DSF0001035577, DSF0001035578"
18,K500,HS FOR MEDICAL PROFESSIONS - K,SCA CIP RESOA,FY23 RESO A SCIENCE LAB UPGRADE / PATH OF TRAVEL RESO A SCIENCE LAB UPGRADE,"CM,F&E",PNS,PNS,PNS,PNS,84000,82632.00,24690.00,"DSF0001035577, DSF0001035578"
18,K500,HS FOR INNOVATION IN AD - BKLYN,SCA IEH,"PO18-ABATE PIPE INSULATION MAIN BLDG - BASEMENT HALLWAY - SPACE ID 1000 APPROX 2O LFT, 10 LFT ON EAC",Construction,Complete,4/28/2025,IEH,5/18/2025,IEH,15697.00,15697.00,SCA0000074201
18,K500,HS FOR MEDICAL PROFESSIONS - K,DIIT - RESOA,FY25 RESO A TECHNOLOGY UPGRADE,Purch & Install,Complete,4/12/2025,DIIR,6/11/2025,DIIR,100000.00,100000.00,DSF0001112726
18,K500,HS FOR INNOVATION IN AD - BKLYN,DOE - RESOA,FY24 RESO A AUDITORIUM UPGRADE,Construction,In-Progress,5/14/2024,DOER,,DOER,1050000.00,0.00,DSF0001086133
18,K501,HS FOR MEDICAL PROFESSIONS - K,DIIT - RESOA,FY26 RESO A TECHNOLOGY UPGRADE,Purch & Install,PNS,PNS,PNS,PNS,DIIR,100000.00,0.00,DSF0001163310
18,K515,BROOKLYN THEATRE ARTS H.S. - K,SCA CIP,C OF O / LOW-VOLTAGE ELECTRICAL SYSTEMS / ELECTRICAL SYSTEMS,Scope,Complete,5/23/2019,9/23/2019,11/27/2019,59160,55817.00,55817.00,"DSF0000912406, DSF0000942044, DSF0000942050"
18,K515,BROOKLYN THEATRE ARTS H.S. - K,SCA CIP,C OF O / LOW-VOLTAGE ELECTRICAL SYSTEMS / ELECTRICAL SYSTEMS,Design,Complete,1/3/2020,7/7/2020,9/26/2022,295800,230631.00,230631.00,"DSF0000912406, DSF0000942044, DSF0000942050"
18,K515,BROOKLYN THEATRE ARTS H.S. - K,SCA CIP,C OF O / LOW-VOLTAGE ELECTRICAL SYSTEMS / ELECTRICAL SYSTEMS,Construction,In-Progress,9/11/2023,3/3/2025,,6655500,5985789.00,4849140.00,"DSF0000912406, DSF0000942044, DSF0000942050"
18,K515,BROOKLYN THEATRE ARTS H.S. - K,SCA CIP,C OF O / LOW-VOLTAGE ELECTRICAL SYSTEMS / ELECTRICAL SYSTEMS,"CM,F&E",In-Progress,9/11/2023,3/3/2025,,414120,378510.00,370221.00,"DSF0000912406, DSF0000942044, DSF0000942050"
18,K515,BROOKLYN THEATRE ARTS H.S. - K,SCA CIP RESOA,FY23 RESO A AUDITORIUM UPGRADE / PATH OF TRAVEL RESO A AUDITORIUM UPGRADE,Scope,Complete,2/16/2023,3/15/2024,1/5/2024,0,36129.00,36031.00,"DSF0001035580, DSF0001035581"
18,K515,BROOKLYN THEATRE ARTS H.S. - K,SCA CIP RESOA,FY23 RESO A AUDITORIUM UPGRADE / PATH OF TRAVEL RESO A AUDITORIUM UPGRADE,Design,Complete,1/10/2024,5/14/2024,7/12/2024,90120,122069.00,64449.00,"DSF0001035580, DSF0001035581"
18,K515,BROOKLYN THEATRE ARTS H.S. - K,SCA CIP RESOA,FY23 RESO A AUDITORIUM UPGRADE / PATH OF TRAVEL RESO A AUDITORIUM UPGRADE,Construction,In-Progress,5/12/2025,11/2/2026,,1321761,1099211.00,21531.00,"DSF0001035580, DSF0001035581"
18,K515,BROOKLYN THEATRE ARTS H.S. - K,SCA CIP RESOA,FY23 RESO A AUDITORIUM UPGRADE / PATH OF TRAVEL RESO A AUDITORIUM UPGRADE,"CM,F&E",In-Progress,5/12/2025,11/2/2026,,90120,97311.00,88980.00,"DSF0001035580, DSF0001035581"
18,K515,BROOKLYN COMMUNITY HIGH SCHOOL FOR EXCELLENCE AND EQUITY - K,SCA IEH,"PO18-ABATE MARKED PIPE INSULATION, APPROX. 5 LFT PIPE IS INSIDE THE CEILING TILES IN 1ST FLR HALLWAY",Construction,Complete,7/30/2025,IEH,9/13/2025,IEH,14870.00,1637.00,SCA0000074530
18,K515,BROOKLYN COMMUNITY HIGH SCHOOL FOR EXCELLENCE AND EQUITY - K,SCA IEH,PO18-ABATE/ REPAIR OR REPLACE ALL DAMAGED BUILDING MATERIALS LOCATIONS,Construction,In-Progress,8/7/2025,IEH,,IEH,961.00,211.00,SCA0000074618
18,K515,BROOKLYN BRIDGE ACADEMY - K,DIIT - RESOA,FY23 RESO A TECHNOLOGY UPGRADE,Purch & Install,Complete,6/11/2025,DIIR,9/4/2025,DIIR,99644.00,99644.00,DSF0001035582
18,K515,BROOKLYN THEATRE ARTS H.S. - K,DIIT - RESOA,FY25 RESO A TECHNOLOGY UPGRADE,Purch & Install,Complete,4/24/2025,DIIR,9/10/2025,DIIR,100000.00,100000.00,DSF0001112727
18,K515,ACAD FOR CONSERV & THE ENVIR - K,DIIT - RESOA,FY25 RESO A TECHNOLOGY UPGRADE,Purch & Install,Complete,5/28/2025,DIIR,7/24/2025,DIIR,100000.00,100000.00,DSF0001112728
18,K515,BROOKLYN THEATRE ARTS H.S. - K,DIIT - RESOA,FY26 RESO A TECHNOLOGY UPGRADE,Purch & Install,PNS,PNS,PNS,PNS,DIIR,100000.00,0.00,DSF0001163311
18,K515,UC LEADERSHIP PREP OCEAN HILL - BROOKLYN,DIIT - RESOA,FY26 RESO A TECHNOLOGY UPGRADE,Purch & Install,PNS,PNS,PNS,PNS,DIIR,80000.00,0.00,DSF0001163312
18,K515,VICTORY COLLEGIATE HS - K,DOE - RESOA,FY24 RESO A HYDROPONICS LAB,Construction,PNS,PNS,PNS,PNS,DOER,175000.00,0.00,DSF0001086138
18,K515,BROOKLYN COMMUNITY HIGH SCHOOL FOR EXCELLENCE AND EQUITY - K,DOE - RESOA,FY24 RESO A HYDROPONICS LAB,Construction,PNS,PNS,PNS,PNS,DOER,175000.00,0.00,DSF0001086139
18,K515,BROOKLYN COMMUNITY HIGH SCHOOL FOR EXCELLENCE AND EQUITY - K,DOE - Skilled Trades,SCHOOL ENTRY LOCKING AND EMERGENCY NOTIFICATION SOLUTION,Construction,Complete,12/13/2024,DOES,2/21/2025,DOES,65832.00,30732.00,DSF0001084917
18,K516,BROOKLYN COMMUNITY HIGH SCHOOL FOR EXCELLENCE AND EQUITY - K,SCA IEH,PO18-PERFORM ACM TESTING FIELD HOUSE SHOWER WALL SPACE ID 2010A - 25% OF 50 SQ FT WALL,Construction,In-Progress,7/16/2025,IEH,,IEH,20835.00,781.00,SCA0000074460
18,K516,BROOKLYN COMMUNITY HIGH SCHOOL FOR EXCELLENCE AND EQUITY - K,DOE - RESOA,FY26 RESO A ATHLETIC FIELDS,Construction,PNS,PNS,PNS,PNS,DOER,3500000.00,0.00,DSF0001163313
18,K818,DISTRICT OFFICE #18 - BROOKLYN,SCA CIP,ROOFS,Scope,Complete,7/23/2019,12/9/2019,10/10/2019,13205,17717.00,17717.00,DSF0000911250
18,K818,DISTRICT OFFICE #18 - BROOKLYN,SCA CIP,ROOFS,Design,Complete,10/22/2019,3/26/2020,6/8/2020,66023,83088.00,83040.00,DSF0000911250
18,K818,DISTRICT OFFICE #18 - BROOKLYN,SCA CIP,ROOFS,Construction,PNS,PNS,PNS,PNS,1485521,1485521.00,90459.00,DSF0000911250
18,K818,DISTRICT OFFICE #18 - BROOKLYN,SCA CIP,ROOFS,"CM,F&E",PNS,PNS,PNS,PNS,92432,92432.00,43813.00,DSF0000911250
18,K818,DISTRICT OFFICE #18 - BROOKLYN,SCA CIP,BOILER REPLACEMENT / CLIMATE CONTROL / LOW-VOLTAGE ELECTRICAL SYSTEM / VENTILATION / INTRUSION ALARM,Scope,Complete,2/25/2020,7/24/2020,3/25/2021,50050,44939.00,44939.00,"DSF0000957676, DSF0001008851, DSF0001008852, DSF0001006906, DSF0001008853"
18,K818,DISTRICT OFFICE #18 - BROOKLYN,SCA CIP,BOILER REPLACEMENT / CLIMATE CONTROL / LOW-VOLTAGE ELECTRICAL SYSTEM / VENTILATION / INTRUSION ALARM,Design,Complete,6/7/2021,12/9/2021,12/7/2021,234927,231516.00,196345.00,"DSF0000957676, DSF0001008851, DSF0001008852, DSF0001006906, DSF0001008853"
18,K818,DISTRICT OFFICE #18 - BROOKLYN,SCA CIP,BOILER REPLACEMENT / CLIMATE CONTROL / LOW-VOLTAGE ELECTRICAL SYSTEM / VENTILATION / INTRUSION ALARM,Construction,In-Progress,8/7/2023,8/5/2025,,3960743,3547140.00,2667414.00,"DSF0000957676, DSF0001008851, DSF0001008852, DSF0001006906, DSF0001008853"
18,K818,DISTRICT OFFICE #18 - BROOKLYN,SCA CIP,BOILER REPLACEMENT / CLIMATE CONTROL / LOW-VOLTAGE ELECTRICAL SYSTEM / VENTILATION / INTRUSION ALARM,"CM,F&E",In-Progress,8/7/2023,8/5/2025,,465242,237794.00,233965.00,"DSF0000957676, DSF0001008851, DSF0001008852, DSF0001006906, DSF0001008853"
18,K835,P.S. 235 - BROOKLYN,SCA CIP,REPLACE (3) ROOF TOP UNITS / ROOFS,Scope,Complete,2/4/2019,7/5/2019,9/10/2019,40883,26674.00,26674.00,"DSF0000894607, DSF0000942606"
18,K835,P.S. 235 - BROOKLYN,SCA CIP,REPLACE (3) ROOF TOP UNITS / ROOFS,Design,Complete,3/16/2021,8/13/2021,12/17/2021,199691,206038.00,146620.00,"DSF0000894607, DSF0000942606"
18,K835,P.S. 235 - BROOKLYN,SCA CIP,REPLACE (3) ROOF TOP UNITS / ROOFS,Construction,In-Progress,8/19/2024,2/4/2027,,4084529,3872793.00,885365.00,"DSF0000894607, DSF0000942606"
18,K835,P.S. 235 - BROOKLYN,SCA CIP,REPLACE (3) ROOF TOP UNITS / ROOFS,"CM,F&E",In-Progress,8/19/2024,2/4/2027,,321597,319676.00,316172.00,"DSF0000894607, DSF0000942606"
18,K855,P.S. 235 - BROOKLYN,DIIT - RESOA,FY23 RESO A TECHNOLOGY UPGRADE,Purch & Install,PNS,PNS,PNS,PNS,DIIR,200000.00,0.00,DSF0001035597
18,K855,P.S. 235 - BROOKLYN,DIIT - RESOA,FY24 RESO A TECHNOLOGY UPGRADE,Purch & Install,PNS,PNS,PNS,PNS,DIIR,50000.00,0.00,DSF0001086157
18,K855,P.S. 235 - BROOKLYN,DIIT - RESOA,FY25 RESO A TECHNOLOGY UPGRADE,Purch & Install,PNS,PNS,PNS,PNS,DIIR,50000.00,0.00,DSF0001112743
18,K860,P.S. 219 - BROOKLYN,SCA CIP,BOILER REPLACEMENT,Scope,Complete,8/1/2013,1/6/2014,12/5/2013,48840,26055.00,26055.00,DSF0000761724
18,K860,P.S. 219 - BROOKLYN,SCA CIP,BOILER REPLACEMENT,Design,Complete,1/8/2014,6/10/2014,10/22/2014,195360,306340.00,295140.00,DSF0000761724
18,K860,P.S. 219 - BROOKLYN,SCA CIP,BOILER REPLACEMENT,Construction,In-Progress,8/19/2019,8/17/2021,,3663000,3393980.00,2468184.00,DSF0000761724
18,K860,P.S. 219 - BROOKLYN,SCA CIP,BOILER REPLACEMENT,"CM,F&E",In-Progress,8/19/2019,8/17/2021,,227920,1017407.00,1017407.00,DSF0000761724
18,K860,EAST BKLN COMMUNITY HS - K,SCA CIP,COVID VENTILATION,Scope,Complete,12/10/2020,4/9/2021,6/9/2021,10487,43705.00,43705.00,DSF0000991368
18,K860,EAST BKLN COMMUNITY HS - K,SCA CIP,COVID VENTILATION,Design,Complete,6/14/2021,11/15/2021,10/27/2021,52434,68933.00,68933.00,DSF0000991368
18,K860,EAST BKLN COMMUNITY HS - K,SCA CIP,COVID VENTILATION,Construction,PNS,PNS,PNS,PNS,1179756,1179756.00,41611.00,DSF0000991368
18,K860,EAST BKLN COMMUNITY HS - K,SCA CIP,COVID VENTILATION,"CM,F&E",PNS,PNS,PNS,PNS,73407,73407.00,23108.00,DSF0000991368
19,K007,K004 SPED - BROOKLYN,SCA CIP,IPDVS INSTALLATIONS,Scope,Complete,1/11/2024,5/10/2024,1/11/2024,2784,1950.00,1950.00,DSF0001087362
19,K007,K004 SPED - BROOKLYN,SCA CIP,IPDVS INSTALLATIONS,Design,Complete,3/20/2024,9/13/2024,7/16/2024,12528,7803.00,7803.00,DSF0001087362
19,K007,K004 SPED - BROOKLYN,SCA CIP,IPDVS INSTALLATIONS,Construction,In-Progress,4/16/2025,3/11/2026,,161472,143908.00,17670.00,DSF0001087362
19,K007,K004 SPED - BROOKLYN,SCA CIP,IPDVS INSTALLATIONS,"CM,F&E",In-Progress,4/16/2025,3/11/2026,,61263,51730.00,37052.00,DSF0001087362
19,K007,P.S. 7 - BROOKLYN,SCA Furniture & Equipment,FY24 RESO A MOBILE SCIENCE LABS,F&E,PNS,PNS,PNS,PNS,466000,466000.00,466000.00,DSF0001085936
19,K007,P.S. 7 - BROOKLYN,DIIT - RESOA,FY18 RESO A IP SECURITY CAMERAS,Purch & Install,PNS,PNS,PNS,PNS,DIIR,345611.00,0.00,DSF0000866412
19,K013,P.S. 13 - BROOKLYN,SCA CIP,IPDVS INSTALLATIONS,Scope,Complete,1/18/2024,5/16/2024,4/2/2024,3276,2265.00,2265.00,DSF0001087367
19,K013,P.S. 13 - BROOKLYN,SCA CIP,IPDVS INSTALLATIONS,Design,Complete,4/2/2024,9/26/2024,7/16/2024,14742,9064.00,9064.00,DSF0001087367
19,K013,P.S. 13 - BROOKLYN,SCA CIP,IPDVS INSTALLATIONS,Construction,In-Progress,4/16/2025,3/11/2026,,190008,170900.00,30893.00,DSF0001087367
19,K013,P.S. 13 - BROOKLYN,SCA CIP,IPDVS INSTALLATIONS,"CM,F&E",In-Progress,4/16/2025,3/11/2026,,81743,71549.00,53567.00,DSF0001087367
19,K013,P.S. 13 - BROOKLYN,DIIT - RESOA,FY25 RESO A TECHNOLOGY UPGRADE,Purch & Install,PNS,PNS,PNS,PNS,DIIR,350000.00,0.00,DSF0001112517
19,K013,P.S. 13 - BROOKLYN,DOE - RESOA,FY24 RESO A AUDITORIUM UPGRADE,Construction,In-Progress,4/3/2024,DOER,,DOER,498205.00,0.00,DSF0001085939
19,K013,P.S. 13 - BROOKLYN,DOE - RESOA,FY24 RESO A HYDROPONICS LAB,Construction,PNS,PNS,PNS,PNS,DOER,233000.00,0.00,DSF0001085940
19,K013,P.S. 13 - BROOKLYN,DOE - Skilled Trades,DEP GREEN INFRASTRUCTURE,Construction,In-Progress,11/14/2022,DOES,,DOES,1157455.00,0.00,DSF0000911947
19,K013,P.S. 13 - BROOKLYN,DOE - Skilled Trades,BATHROOM UPGRADES,Construction,In-Progress,7/5/2022,DOES,,DOES,191366.00,0.00,DSF0001034216
19,K065,ACHIEVEMENT FIRST EAST NEW YORK CHARTER SCHOOL - K,SCA CIP,PERM FIX- EXTERIOR MASONRY @ K065,Scope,Complete,5/25/2023,10/12/2023,9/26/2023,30980,99229.00,99229.00,DSF0001088870
19,K065,ACHIEVEMENT FIRST EAST NEW YORK CHARTER SCHOOL - K,SCA CIP,PERM FIX- EXTERIOR MASONRY @ K065,Design,Complete,10/5/2023,3/12/2024,3/6/2024,154902,158017.00,147636.00,DSF0001088870
19,K065,ACHIEVEMENT FIRST EAST NEW YORK CHARTER SCHOOL - K,SCA CIP,PERM FIX- EXTERIOR MASONRY @ K065,Construction,In-Progress,7/15/2024,12/6/2025,,3485301,3520348.00,1731578.00,DSF0001088870
19,K065,ACHIEVEMENT FIRST EAST NEW YORK CHARTER SCHOOL - K,SCA CIP,PERM FIX- EXTERIOR MASONRY @ K065,"CM,F&E",In-Progress,7/15/2024,12/6/2025,,216863,115257.00,112815.00,DSF0001088870
19,K065,ACHIEVEMENT FIRST EAST NEW YORK CHARTER SCHOOL - K,SCA Emergency Response,EMERGENCY STABILIZATION- SWB @ K065,Construction,In-Progress,4/13/2023,EMER,,EMER,424886.00,417765.00,SCA0000071882
19,K065,P.S. 65 - BROOKLYN,DOE - RESOA,FY23 RESO A PLAYGROUND UPGRADE,Construction,PNS,PNS,PNS,PNS,DOER,200000.00,0.00,DSF0001035400
19,K072,EAST NEW YORK ELEMENTARY SCHOOL OF EXCELLENCE  -K,SCA CIP,IPDVS INSTALLATION,Scope,Complete,8/31/2023,1/4/2024,11/7/2023,5690,3406.00,3406.00,DSF0001035005
19,K072,EAST NEW YORK ELEMENTARY SCHOOL OF EXCELLENCE  -K,SCA CIP,IPDVS INSTALLATION,Design,Complete,11/7/2023,5/6/2024,1/24/2024,25603,13625.00,13625.00,DSF0001035005
19,K072,EAST NEW YORK ELEMENTARY SCHOOL OF EXCELLENCE  -K,SCA CIP,IPDVS INSTALLATION,Construction,In-Progress,7/19/2024,6/13/2025,,329997,296306.00,237282.00,DSF0001035005
19,K072,EAST NEW YORK ELEMENTARY SCHOOL OF EXCELLENCE  -K,SCA CIP,IPDVS INSTALLATION,"CM,F&E",In-Progress,7/19/2024,6/13/2025,,174594,165191.00,113891.00,DSF0001035005
19,K072,EAST NEW YORK ELEMENTARY SCHOOL OF EXCELLENCE  -K,Fast Track Projects,ELECTRICAL WORK FOR A/C INITIATIVE,Construction,In-Progress,9/19/2020,FTK,,FTK,372163.00,300718.00,DSF0000912048
19,K072,EAST NEW YORK ELEMENTARY SCHOOL OF EXCELLENCE  -K,DIIT - RESOA,FY25 RESO A TECHNOLOGY UPGRADE,Purch & Install,Complete,4/24/2025,DIIR,8/28/2025,DIIR,50000.00,50000.00,DSF0001112552
19,K072,EAST NEW YORK MIDDLE SCHOOL OF EXCELLENCE - K,DOE - RESOA,FY20 RESO A HYDROPONICS LAB,Construction,In-Progress,4/8/2022,DOER,,DOER,603731.00,0.00,DSF0000913043
19,K072,EAST NEW YORK ELEMENTARY SCHOOL OF EXCELLENCE  -K,DOE - Skilled Trades,DEP GREEN INFRASTRUCTURE,Construction,In-Progress,7/16/2020,DOES,,DOES,760283.00,0.00,DSF0000912644
19,K072,EAST NEW YORK ELEMENTARY SCHOOL OF EXCELLENCE  -K,DOE - Skilled Trades,ELEVATOR MODERNIZATION,Construction,In-Progress,9/1/2021,DOES,,DOES,61744.00,304425.00,DSF0000985802
19,K108,P.S. 108 - BROOKLYN,SCA CIP,ROOFS,Scope,Complete,12/12/2023,4/29/2024,8/28/2025,43005,140391.00,84667.00,DSF0001061730
19,K108,P.S. 108 - BROOKLYN,SCA CIP,ROOFS,Design,In-Progress,9/26/2025,3/4/2026,,215027,215027.00,13031.00,DSF0001061730
19,K108,P.S. 108 - BROOKLYN,SCA CIP,ROOFS,Construction,PNS,PNS,PNS,PNS,4838096,4838096.00,88855.00,DSF0001061730
19,K108,P.S. 108 - BROOKLYN,SCA CIP,ROOFS,"CM,F&E",PNS,PNS,PNS,PNS,301037,301037.00,38406.00,DSF0001061730
19,K108,P.S. 108 - BROOKLYN,DOE - RESOA,FY22 RESO A ELECTRICAL UPGRADE,Construction,In-Progress,7/17/2024,DOER,,DOER,179638.00,0.00,DSF0001033471
19,K108,P.S. 108 - BROOKLYN,DOE - RESOA,FY25 RESO A ROOM CONVERSION,Construction,PNS,PNS,PNS,PNS,DOER,250000.00,0.00,DSF0001112568
19,K149,P.S. 149 - BROOKLYN,SCA CIP,IPDVS INSTALLATIONS,Scope,Complete,1/9/2024,5/8/2024,3/22/2024,3030,1787.00,1787.00,DSF0001087402
19,K149,P.S. 149 - BROOKLYN,SCA CIP,IPDVS INSTALLATIONS,Design,Complete,3/22/2024,9/17/2024,8/13/2024,13635,7152.00,7152.00,DSF0001087402
19,K149,P.S. 149 - BROOKLYN,SCA CIP,IPDVS INSTALLATIONS,Construction,In-Progress,1/24/2025,12/19/2025,,175740,171825.00,70330.00,DSF0001087402
19,K149,P.S. 149 - BROOKLYN,SCA CIP,IPDVS INSTALLATIONS,"CM,F&E",In-Progress,1/24/2025,12/19/2025,,100350,96225.00,19695.00,DSF0001087402
19,K149,P.S. 149 - BROOKLYN,SCA Furniture & Equipment,FY24 RESO A MOBILE SCIENCE LABS,F&E,PNS,PNS,PNS,PNS,130000,130000.00,12911.00,DSF0001085997
19,K149,P.S. 149 - BROOKLYN,DOE - RESOA,FY26 RESO A ROOM CONVERSION,Construction,PNS,PNS,PNS,PNS,DOER,100000.00,0.00,DSF0001163111
19,K149,P.S. 149 - BROOKLYN,DOE - Skilled Trades,ACE BOILER CONTROLS UPGRADE,Construction,In-Progress,12/8/2021,DOES,,DOES,60651.00,0.00,DSF0000866106
19,K158,P.S. 158 - BROOKLYN,SCA CIP,IPDVS INSTALLATIONS,Scope,Complete,1/11/2024,5/10/2024,1/11/2024,3030,1548.00,1548.00,DSF0001087407
19,K158,P.S. 158 - BROOKLYN,SCA CIP,IPDVS INSTALLATIONS,Design,Complete,3/21/2024,9/16/2024,8/13/2024,13635,6194.00,6194.00,DSF0001087407
19,K158,P.S. 158 - BROOKLYN,SCA CIP,IPDVS INSTALLATIONS,Construction,In-Progress,1/24/2025,12/19/2025,,175740,164755.00,56943.00,DSF0001087407
19,K158,P.S. 158 - BROOKLYN,SCA CIP,IPDVS INSTALLATIONS,"CM,F&E",In-Progress,1/24/2025,12/19/2025,,62376,55745.00,18041.00,DSF0001087407
19,K158,P.S. 158 - BROOKLYN,Fast Track Projects,STRUCTURAL DEFECTS,Construction,In-Progress,5/20/2016,FTK,,FTK,640117.00,638757.00,DSF0000825820
19,K158,P.S. 158 - BROOKLYN,DOE - RESOA,FY18 RESO A AUDITORIUM SOUND SYSTEM UPGRADE,Construction,Complete,3/19/2024,DOER,5/17/2024,DOER,137950.00,146590.00,DSF0000912487
19,K159,P.S. 159 - BROOKLYN,SCA CIP,IPDVS INSTALLATIONS,Scope,Complete,2/28/2025,6/30/2025,3/6/2025,4668,1602.00,1602.00,DSF0001087408
19,K159,P.S. 159 - BROOKLYN,SCA CIP,IPDVS INSTALLATIONS,Design,Complete,3/6/2025,8/29/2025,8/19/2025,18670,6409.00,6409.00,DSF0001087408
19,K159,P.S. 159 - BROOKLYN,SCA CIP,IPDVS INSTALLATIONS,Construction,PNS,PNS,PNS,PNS,268388,268388.00,975.00,DSF0001087408
19,K159,P.S. 159 - BROOKLYN,SCA CIP,IPDVS INSTALLATIONS,"CM,F&E",PNS,PNS,PNS,PNS,68847,68847.00,2453.00,DSF0001087408
19,K159,P.S. 159 - BROOKLYN,Fast Track Projects,ELECTRICAL WORK FOR A/C INITIATIVE / LL26 CODE COMPLIANCE/EXIT SIGN REPLACEMENT,Construction,In-Progress,12/18/2019,FTK,,FTK,359763.00,355958.00,"DSF0000912055, DSF0000912529"
19,K166,VAN SICLEN COMMUNITY MIDDLE SCHOOL,SCA CIP RESOA,FY25 RESO A AUDITORIUM UPGRADE,Scope,Complete,2/7/2025,6/10/2025,8/21/2025,0,19871.00,845.00,DSF0001112591
19,K166,VAN SICLEN COMMUNITY MIDDLE SCHOOL,SCA CIP RESOA,FY25 RESO A AUDITORIUM UPGRADE,Design,In-Progress,8/26/2025,1/30/2026,,60000,40129.00,3379.00,DSF0001112591
19,K166,VAN SICLEN COMMUNITY MIDDLE SCHOOL,SCA CIP RESOA,FY25 RESO A AUDITORIUM UPGRADE,Construction,PNS,PNS,PNS,PNS,880000,1476813.00,0.00,DSF0001112591
19,K166,VAN SICLEN COMMUNITY MIDDLE SCHOOL,SCA CIP RESOA,FY25 RESO A AUDITORIUM UPGRADE,"CM,F&E",PNS,PNS,PNS,PNS,60000,100692.00,9008.00,DSF0001112591
19,K166,VAN SICLEN COMMUNITY MIDDLE SCHOOL,SCA IEH,PO18-ABATE FUEL OIL PIPE INUSLATION FOR BOILER CONVERSION LOCATION IS MARKED AT BOILER AND PUMP SET,Construction,Complete,2/25/2025,IEH,5/9/2025,IEH,1356.00,1356.00,SCA0000073947
19,K166,NEW DISTRICT HS IN BUILDING K166 - K,DIIT - RESOA,FY23 RESO A TECHNOLOGY UPGRADE,Purch & Install,Complete,3/23/2025,DIIR,5/22/2025,DIIR,64000.00,64000.00,DSF0001035452
19,K166,NEW DISTRICT HS IN BUILDING K166 - K,DIIT - RESOA,RESO A TECHNOLOGY UPGRADE,Purch & Install,Complete,3/23/2025,DIIR,5/22/2025,DIIR,120000.00,45835.00,DSF0001086004
19,K166,VAN SICLEN COMMUNITY MIDDLE SCHOOL,DOE - RESOA,FY24 RESO A LIBRARY UPGRADE,Construction,PNS,PNS,PNS,PNS,DOER,150000.00,0.00,DSF0001086005
19,K166,VAN SICLEN COMMUNITY MIDDLE SCHOOL,DOE - RESOA,FY25 RESO A SUPPLEMENTAL COOLING,Construction,PNS,PNS,PNS,PNS,DOER,1200000.00,0.00,DSF0001112592
19,K171,I.S. 171 - BROOKLYN,SCA CIP,EXTERIOR MASONRY,Scope,Complete,7/21/2022,12/7/2022,12/27/2022,37670,81602.00,71011.00,DSF0001011982
19,K171,I.S. 171 - BROOKLYN,SCA CIP,EXTERIOR MASONRY,Design,Complete,1/4/2023,6/6/2023,5/3/2023,188350,138329.00,118901.00,DSF0001011982
19,K171,I.S. 171 - BROOKLYN,SCA CIP,EXTERIOR MASONRY,Construction,In-Progress,1/12/2024,11/1/2025,,4237875,3936994.00,3176803.00,DSF0001011982
19,K171,I.S. 171 - BROOKLYN,SCA CIP,EXTERIOR MASONRY,"CM,F&E",In-Progress,1/12/2024,11/1/2025,,263690,408666.00,382013.00,DSF0001011982
19,K171,I.S. 171 - BROOKLYN,SCA Emergency Response,EMERGENCY STABILIZATION OF FACADE,Construction,In-Progress,2/4/2010,EMER,,EMER,,0.00,SCA0000008888
19,K171,I.S. 171 - BROOKLYN,SCA Emergency Response,EMERGENCY STABILIZATION- CRACKED DETERIORATED COPING STONES,Construction,In-Progress,11/30/2022,EMER,,EMER,541615.00,522080.00,SCA0000071587
